isbn,Title,Author,num_pages,publication_date,publisher,genres,Price
0192854526,Augustine: A Very Short Introduction,Henry Chadwick,144,6/7/2001,Oxford University Press  USA,Philosophy,10.99
0439569729,Scholastic Success with 4th Grade Workbook,Terry Cooper,416,6/1/2003,Teaching Resources,Education,24.5
0887309429,Die Broke: A Radical Four-Part Financial Plan,Stephen M. Pollan,320,9/23/1998,Harper Business,Economics,27.5
0060838590,Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,464,7/5/2005,Harper Perennial,History,12.5
0439847796,The Rescue (Kidnapped  #3),Gordon Korman,140,9/1/2006,Scholastic Books,Adventure,23.5
0140449086,The Histories,Herodotus,716,1/30/2003,Penguin Books,History,12.0
0380804522,The Guardship (Thomas Marlowe  #1),James L. Nelson,384,1/5/2000,William Morrow Paperbacks,Historical,35.0
0192807293,The Picture of Dorian Gray,Oscar Wilde,229,11/1/2006,Oxford University Press  USA,Classics,38.99
0553702467,Potshot (Spenser  #28),Robert B. Parker,0,4/1/2003,RH Audio Price-less,Mystery,20.0
0061126527,Metro Girl (Alex Barnaby  #1),Janet Evanovich,6,7/25/2006,HarperAudio,Mystery,39.99
0618391010,The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond,1262,11/2/2006,Houghton Mifflin Harcourt,Fantasy,38.0
0451412117,Charon's Landing (Philip Mercer  #2),Jack Du Brul,496,1/3/2006,NAL,Thriller,27.99
0394299035,The Monkey,Stephen King,2,10/28/1989,Random House Audio,Horror,33.99
0671739441,Mine,Robert R. McCammon,496,5/1/1991,Pocket Books,Horror,37.0
1595542329,A Time to Embrace (Timeless Love  #2),Karen Kingsbury,400,10/29/2006,Thomas Nelson,Christian Fiction,31.0
0451205146,Black Hawk Down: A Story of Modern War,Mark Bowden,496,1/1/2002,Signet,History,30.0
0739341413,Icebound,David Axton,0,3/6/2007,Random House Audio,Horror,15.99
0717801330,The Modern Prince and Other Writings,Antonio Gramsci,192,10/1/1959,International Publishers,Philosophy,39.5
0679433724,Waterworks,E.L. Doctorow,0,5/31/1994,Random House Audio,Fiction,37.5
1587671409,The Secretary of Dreams  Volume One,Stephen King,281,10/30/2006,Cemetery Dance Publications,Horror,38.0
0345413997,The Door Into Summer,Robert A. Heinlein,304,6/17/1997,Del Rey,Science Fiction,21.5
0140286012,Wanderlust: A History of Walking,Rebecca Solnit,326,6/1/2001,Penguin Books (London),Nonfiction,26.0
0684857081,Easy Riders  Raging Bulls,Peter Biskind,512,4/4/1999,Simon  Schuster,Culture,36.5
1590170164,The Book of My Life,Girolamo Cardano,320,10/31/2002,NYRB Classics,History,34.99
0415926327,On Democracy & Education (Social Theory  Education & Cultural Change),Noam Chomsky,480,11/22/2002,Routledge Falmer,Education,20.5
8497936736,¿Quién te lo ha contado?,Marian Keyes,648,12/30/2005,DeBolsillo,Womens Fiction,15.0
1572702567,The Great Gatsby,F. Scott Fitzgerald,4,3/13/2002,Audio Partners,Classics,14.5
0471648795,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,244,3/1/2006,Wiley,Nonfiction,24.0
078686334X,The Art of the Hunchback of Notre Dame,Stephen Rebello,192,11/21/1997,Disney Editions,Art,13.99
0399528431,The Out-of-Sync Child Has Fun: Activities for Kids with Sensory Integration Dysfunction,Carol Stock Kranowitz,352,1/7/2003,Perigee Trade,Parenting,12.0
0140442243,Home of the Gentry,Ivan Turgenev,298,12/6/2007,Penguin Classics,Classics,17.0
1403969736,Tolkien's Modern Middle Ages,Jane Chance,264,11/19/2005,Palgrave Macmillan,Literature,14.0
0452267455,Baghdad Without a Map and Other Misadventures in Arabia,Tony Horwitz,285,1/1/1992,Plume Books,Travel,39.99
0425171396,Hidden Agendas (Tom Clancy's Net Force  #2),Steve Perry,366,10/28/1999,Berkley,Fiction,21.5
0140275657,Age of Iron,J.M. Coetzee,198,9/1/1998,Penguin Books,Fiction,25.99
0373802447,Cast in Courtlight (Chronicles of Elantra  #2),Michelle Sagara,488,7/18/2006,Luna,Fantasy,25.99
0312194404,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,208,10/15/1998,St. Martin's Griffin,Fiction,35.5
1590170431,Dirty Snow,Georges Simenon,244,8/31/2003,NYRB Classics,Fiction,13.0
0142403229,The Night Journey,Kathryn Lasky,160,3/17/2005,Puffin Books,Historical,11.5
0060859628,The Homecoming,Ray Bradbury,56,8/30/2006,Collins Design,Fantasy,20.0
0887308554,Accidental Empires,Robert X. Cringely,384,9/13/1996,Harper Business,Business,37.99
1931082197,The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles,940,8/26/2002,Library of America,Fiction,36.99
0385497393,D.B.,Elwood Reid,356,7/12/2005,Anchor Books,Fiction,29.99
1595580271,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,228,11/1/2005,The New Press,Nonfiction,16.5
006057299X,Every Which Way But Dead (The Hollows  #3),Kim Harrison,501,6/28/2005,HarperTorch,Fantasy,15.5
0143039148,World of Wonders (The Deptford Trilogy  #3),Robertson Davies,352,2/28/2006,Penguin Classics,Fiction,19.99
0285633147,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,232,3/21/1996,Souvenir Press,Nonfiction,36.0
0060541873,Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,210,7/25/2006,HarperTrophy,Science Fiction,34.5
0385731825,Frogs & French Kisses (Magic in Manhattan  #2),Sarah Mlynowski,288,6/13/2006,Delacorte Press,Young Adult,23.99
0316010669,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,296,4/3/2007,Back Bay Books,Nonfiction,24.99
1416912274,Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,326,9/26/2006,Simon & Schuster Books for Young Readers,Fantasy,30.0
0316013315,The Beatles: The Biography,Bob Spitz,983,10/10/2005,Little Brown,Music,26.0
0471469335,The Cake Book,Tish Boyle,384,4/14/2006,Houghton Mifflin Harcourt,Food and Drink,28.5
0521439612,Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,214,10/30/1992,Cambridge University Press,History,37.5
0595272096,Vesco,Arthur Herzog III,408,3/11/2003,iUniverse,BIOGRAPHY,14.5
0694524980,The Ernest Hemingway Audio Collection,Ernest Hemingway,4,5/8/2001,Caedmon,Classics,34.99
1880216620,Speaks the Nightbird (Matthew Corbett  #1),Robert R. McCammon,726,9/1/2002,River City Publishing,Historical,22.99
0595092144,Firedrake (Dragonrealm #1),Richard A. Knaak,276,6/1/2000,Backinprint.com,Fantasy,17.5
0553578685,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,384,1/30/2001,Bantam,Mystery,11.0
0385337817,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,424,2/3/2004,Delta,Nonfiction,26.99
2290303348,Neverwhere,Neil Gaiman,350,5/17/2001,J'AI LU,Fantasy,26.0
1590583426,Effigies (Faye Longchamp  #3),Mary Anna Evans,301,1/15/2007,Poisoned Pen Press,Mystery,26.5
1421506130,Bleach  Volume 15,Tite Kubo,208,10/3/2006,VIZ Media LLC,Sequential Art,38.0
084394482X,The Key,Lynsay Sands,313,1/1/2003,Leisure Books,Romance,33.99
0679755624,Open Secrets,Alice Munro,304,11/7/1995,Vintage,Short Stories,17.0
0060572965,Dead Witch Walking (The Hollows  #1),Kim Harrison,416,7/1/2004,HarperTorch,Fantasy,13.0
1575667215,Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,320,2/2/2002,Kensington,Mystery,30.5
094089548X,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein,303,12/1/2002,Cornerstone Press Chicago,Nonfiction,34.99
1421501562,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada,196,10/11/2005,VIZ Media LLC,Sequential Art,13.5
0843955937,The Last Quarry (Quarry #7),Max Allan Collins,201,8/1/2006,Hard Crime Case,Mystery,33.5
0811856984,San Francisco Ballet at Seventy-Five,Janice Ross,188,11/12/2007,Chronicle Books,Music,20.5
0393090027,Short Stories,Anton Chekhov,384,4/17/1979,W. W. Norton & Company,Short Stories,33.99
0143037277,Lock 14,Georges Simenon,154,7/25/2006,Penguin Books,Mystery,27.5
8437604826,El Diablo Cojuelo,Luis Vélez de Guevara,192,1/11/2007,Cátedra,Humor,27.0
190253834X,Landscape Within: Insights and Inspirations for Photographers,David   Ward,128,11/1/2004,Aurum Press,Art,13.5
077832284X,A Secret Splendor,Erin St. Claire,280,2/28/2006,Mira Books,Romance,34.99
078683787X,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry,557,7/15/2006,Hyperion Books,Fantasy,24.0
0061014095,Your Cheatin' Heart,Nancy Bartholomew,336,2/2/2000,HarperTorch,Romance,13.99
0722539010,How to Seduce Your Dream Man,Anna Maxted,224,5/2/2000,HarperCollins Publishers Ltd,Womens Fiction,19.99
0880291230,The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,Roald Dahl,681,6/13/1993,Barnes & Noble,Fiction,25.5
0060001534,Diary of a Spider,Doreen Cronin,40,7/26/2005,HarperCollins,Childrens,28.5
8420637017,La caída,Albert Camus,128,9/19/2005,Alianza Editorial,Fiction,25.0
1400032539,His Excellency: George Washington,Joseph J. Ellis,320,11/8/2005,Vintage,History,39.99
0061131628,Mandy,Julie Andrews Edwards,320,8/15/2006,HarperCollins,Fiction,23.5
043965548X,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,435,5/1/2004,Scholastic Inc.,Fantasy,23.0
8483101610,Soldados de Salamina,Javier Cercas,209,9/1/2001,Tusquets,Fiction,17.5
1582430152,Heat and Dust,Ruth Prawer Jhabvala,190,4/16/1999,Counterpoint,Fiction,22.0
0345296915,The Centurions (The Centurions  #1),Damion Hunter,384,11/12/1981,Ballantine Books,Historical,25.99
0060736259,Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,128,7/6/2004,HarperTeen,Young Adult,38.0
0691019053,Eugene Onegin: A Novel in Verse (Vol. 1),Alexander Pushkin,309,1/21/1991,Princeton University Press,Poetry,17.99
0764587277,Mark Twain's Adventures of Huckleberry Finn,Mark Twain,264,5/1/2001,Hungry Minds,Classics,34.0
0965772411,'Salem's Lot,Stephen King,405,10/17/1975,Doubleday,Horror,36.0
0345478258,No Dominion (Joe Pitt  #2),Charlie Huston,251,12/26/2006,Del Rey,Fantasy,38.5
0553277871,The Angry Hills,Leon Uris,245,1/1/1984,Bantam,Fiction,39.99
0426203658,Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,275,2/20/1992,Virgin Publishing,Media Tie In,16.5
0441008933,Ship of Fools,Richard Paul Russo,370,12/31/2001,Ace,Science Fiction,22.99
0330397818,Absolutely Normal Chaos,Sharon Creech,201,9/7/2007,MacMillan Children's Books,Young Adult,30.0
0767915747,Holy Cow: An Indian Adventure,Sarah Macdonald,304,4/13/2004,Broadway Books,Travel,39.5
0307264602,The Handmaid's Tale,Margaret Atwood,350,10/17/2006,Everyman's Library,Fiction,14.5
1400075483,Port Mungo,Patrick McGrath,242,6/14/2005,Vintage,Fiction,25.99
3453189345,Pusteblume,Marian Keyes,560,5/1/2001,Heyne,Womens Fiction,27.0
140121195X,Outsiders  Vol. 5: The Good Fight,Judd Winick,192,1/3/2007,DC Comics,Sequential Art,22.99
014044789X,Metamorphoses,Ovid,723,8/3/2004,Penguin,Classics,34.0
0822002426,Cliffs Notes on Wright's Black Boy,Carl Senna,56,5/5/1971,Cliffs Notes,Literary Criticism,36.99
0786809949,The Final Battle (Tales from the Odyssey  #6),Mary Pope Osborne,112,7/1/2005,Little  Brown Books for Young Readers,Fantasy,24.0
0873387805,Chekhov's Doctors: A Collection of Chekhov's Medical Tales (Literature & Medicine 5),Anton Chekhov,228,9/28/2003,Kent State University Press (OH),Health,38.99
0679410430,Lolita,Vladimir Nabokov,335,3/9/1993,Everyman's Library,Classics,38.0
8466308954,Confesiones de un chef,Anthony Bourdain,478,2/1/2003,Santillana USA Publishing Company,Nonfiction,39.5
0140564306,No More Water in the Tub!,Tedd Arnold,32,12/1/1998,Puffin Books,Childrens,15.0
0316000612,SantaKid,James Patterson,48,11/1/2004,Jimmy Patterson,Holiday,33.99
0878054901,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,184,3/1/1991,University Press of Mississippi,Biography,27.99
1580495796,A Christmas Carol,Charles Dickens,112,1/1/2012,Penguin Books,Classics,13.99
0387987207,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey,244,6/4/1999,Copernicus Books,Philosophy,12.5
0618134328,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,640,11/14/2002,Mariner Books,History,27.0
0521447712,Mr Tompkins in Paperback (Canto),George Gamow,202,3/26/1993,Cambridge University Press,Science,15.0
067104155X,Legacy of Blood (Diablo  #1),Richard A. Knaak,355,5/1/2001,Pocket Books,Fantasy,18.5
0064440958,Chester,Syd Hoff,64,4/18/1986,HarperCollins,Childrens,32.0
1421509563,The Drifting Classroom  Vol. 4 (Drifting Classroom),Kazuo Umezu,192,2/20/2007,VIZ Media LLC,Sequential Art,20.0
0141311290,The Magic Finger,Roald Dahl,67,4/5/2001,Puffin Books,Childrens,20.0
0142401757,Dreamland,Sarah Dessen,250,5/11/2004,Speak,Young Adult,39.5
044844013X,Angelina's Ballet Class,Katharine Holabird,24,1/19/2006,Grosset & Dunlap,Childrens,25.5
0811828034,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin,60,7/1/2000,Chronicle Books,Food and Drink,36.99
4091252109,犬夜叉 10,Rumiko Takahashi,192,4/17/1999,小学館,Sequential Art,16.5
0446363162,Back Bay (Peter Fallon  #1),William Martin,532,7/1/1992,Grand Central Publishing,Historical,32.0
1596792507,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel,237,1/1/2005,Abdo Publishing Company,Mystery,21.99
1585675245,Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,208,4/12/2004,Harry N. Abrams,Fiction,15.99
1570031460,On Authorship,F. Scott Fitzgerald,203,9/1/1996,University of South Carolina Press,Language,38.5
0521288843,Evolution and the Theory of Games,John Maynard Smith,234,10/21/1982,Cambridge University Press,Science,13.99
0142004456,Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri,249,6/29/2004,Penguin,Mystery,16.99
0061094234,Dirt (Stone Barrington  #2),Stuart Woods,448,8/7/1997,HarperTorch,Mystery,14.5
0822215020,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann,62,3/1/1996,Dramatists Play Service,Plays,34.0
0340770538,'Salem's Lot,Stephen King,586,10/6/2010,Hodder & Stoughton Ltd,Horror,21.0
0195114159,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain,512,3/6/1997,Oxford University Press  USA,Classics,13.0
0881927694,A Book of Blue Flowers,Robert L. Geneve,327,2/1/2006,Timber Press (OR),Gardening,35.5
0743486226,Angels & Demons (Robert Langdon  #1),Dan Brown,572,7/28/2003,Atria Books,Fiction,28.99
0262540428,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,212,11/21/1984,MIT Press,Philosophy,31.5
140003454X,Living to Tell the Tale,Gabriel García Márquez,533,10/12/2004,Vintage,Nonfiction,11.5
9861146148,鋼之鍊金術師 6,Hiromu Arakawa,191,6/2/2004,東立,Sequential Art,33.0
076113686X,Qué Se Puede Esperar Cuando Se Está Esperando,Heidi Murkoff,624,1/31/2006,Workman Publishing Company,Parenting,31.5
0374500525,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer,205,12/31/1988,Farrar Straus Giroux,Short Stories,31.99
0198721595,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,376,10/1/1995,Oxford University Press,Classics,13.0
0785123717,Ultimate Annuals  Volume 2,Charlie Huston,160,2/7/2007,Marvel,Sequential Art,31.5
0252019814,Chicago Stories,James T. Farrell,296,6/1/1998,University of Illinois Press,Fiction,33.99
0375706364,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,912,1/23/2001,Vintage,History,25.99
0385340540,The Broker,John Grisham,422,9/26/2006,Delta,Fiction,14.99
037582538X,Wild About Books,Judy Sierra,40,8/10/2004,Alfred A. Knopf Books for Young Readers,Childrens,19.99
0762419229,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,1160,10/4/2005,Running Press Book Publishers,Science,39.5
0439064864,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,341,6/2/1999,Arthur A. Levine Books / Scholastic Inc.,Fantasy,27.0
0345468031,The Franklin Affair,Jim Lehrer,208,6/13/2006,Random House Trade,Fiction,24.0
0099471434,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,400,11/4/2004,Arrow Books,Horror,31.5
0345495810,Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster,370,9/5/2006,Del Rey Books,Media Tie In,17.5
1563894815,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis,208,2/1/1999,Vertigo,Sequential Art,33.99
0802449263,Little Pilgrim's Progress,Helen L. Taylor,256,3/8/1989,Moody Publishers,Christian,28.5
0060987324,Girlfriend in a Coma,Douglas Coupland,288,3/1/1999,ReganBooks,Fiction,16.5
0399153721,Angels Fall,Nora Roberts,391,7/11/2006,Putnam,Romance,21.99
0822012375,Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,80,5/20/1964,Cliffs Notes,Reference,21.99
2266075187,Minuit dans le jardin du bien et du mal,John Berendt,388,6/6/1998,Pocket,Nonfiction,26.99
0806114568,Ovid’s Metamorphoses: Books 6-10,Ovid,560,1/15/1978,University of Oklahoma Press,Poetry,32.0
0440201047,Serenissima aka Shylock's Daughter,Erica Jong,384,3/1/1988,Dell,Fiction,23.5
0330347764,The Golden Key,Melanie Rawn,1074,9/19/1997,Pan,Fantasy,19.99
0517604469,China and Japan (Myths and Legends),Donald A. Mackenzie,404,3/27/1988,Crescent,Fantasy,33.99
0684800527,A Frolic of His Own,William Gaddis,512,2/10/1995,Scribner,Fiction,25.0
0689304579,Below the Root,Zilpha Keatley Snyder,231,1/1/1975,Atheneum Books,Fantasy,39.5
0878054898,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon,156,4/28/1991,University Press of Mississippi,Biography,39.5
0575073438,The Dream Master,Roger Zelazny,160,12/31/2010,Gollancz,Science Fiction,17.99
0060594349,Goat Girls (Weetzie Bat  #2-3),Francesca Lia Block,240,7/6/2004,HarperTeen,Young Adult,27.5
0689875347,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,403,12/9/2003,Simon and Schuster,Fantasy,32.99
0152052089,Very Far Away from Anywhere Else,Ursula K. Le Guin,133,10/1/2004,HMH Books for Young Readers,Fiction,33.5
0451527887,The Hunchback of Notre-Dame,Victor Hugo,510,4/10/2001,Signet Classics,Classics,34.99
0563557354,Joy in the Morning,P.G. Wodehouse,2,4/6/1998,BBC Audiobooks,Fiction,27.99
0060898712,Welcome to the Monkey House,Kurt Vonnegut Jr.,9,5/23/2006,Caedmon,Fiction,11.0
1904859208,On Anarchism,Noam Chomsky,256,5/1/2005,AK Press,Politics,15.5
0886773784,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,320,3/3/1987,Daw Books,Fantasy,19.5
0192832433,Exemplary Stories,Miguel de Cervantes Saavedra,368,5/7/1998,Oxford University Press,Classics,11.99
0743477553,Othello,William Shakespeare,314,1/1/2004,Simon  Schuster,Classics,11.99
042518448X,Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane,192,7/1/2003,Berkley,Fiction,21.0
0449910288,Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,224,9/11/1995,Ballantine Books,Food and Drink,36.5
0140157514,One Hundred Years of Solitude,Gabriel García Márquez,422,6/11/1972,Penguin Books Ltd,Fiction,33.0
0425201376,The Lunatic Cafe (Anita Blake  Vampire Hunter #4),Laurell K. Hamilton,352,3/1/2005,Berkley Hardcover,Fantasy,18.5
